url	page	country_code	region_name	report_date	type	row	col	sub_region_name	category	baseline_comparison	group	trend	date
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.3099219898841545	2020-04-09
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.4334896556042261	2020-04-10
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	1	AU	Australia	2020-04-11	region	3	1	NA	Parks	-0.51	1	-0.5091247292429869	2020-04-11
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.10952127522878928	2020-02-29
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.055307121174905265	2020-03-01
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.05849619611888591	2020-03-02
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.09047799417965052	2020-03-03
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.06514767852672296	2020-03-04
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.06122968130935899	2020-03-05
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.09357594050681527	2020-03-06
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.02706110309580169	2020-03-07
https://www.gstatic.com/covid19/mobility/2020-04-11_AU_Mobility_Report_en.pdf	2	AU	Australia	2020-04-11	region	1	1	NA	Transit stations	-0.63	1	0.004737618485866374	2020-03-08
